,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
1322,1051952,1026256,55143,49505,68206,21255,11972,7072,27,29
1323,333111,157573,15539,29560,9863,7450,4779,1390,35,35
1324,94475,32745,6244,1950,8882,1109,904,812,30,17
1325,114291,86790,4910,11307,8691,1366,939,399,38,13
1326,121966,17094,10025,6229,1682,1341,954,700,57,20
1327,605797,240834,32514,18540,43111,7330,2921,2363,54,16
1328,200556,67431,8095,5450,2382,2637,1082,617,53,17
1329,804970,269531,33773,39351,22700,15540,4018,3193,56,30
1330,246726,780862,10229,56910,21826,11448,5539,1964,37,21
1331,712382,12001,14369,4534,1555,806,682,540,53,21
1332,219442,268239,28430,18520,9444,2680,1689,887,51,8
1333,994350,75297,60212,18237,4330,5113,2826,1637,63,3
1334,1988137,36519,43671,28093,12213,11120,1976,1108,87,21
1335,170932,11357,1743,9095,790,747,602,212,81,24
1336,42201,24932,2532,3300,2311,1113,703,901,84,38
1337,43987,16080,10989,11708,16194,2419,6382,3691,81,44
1338,74986,15346,9605,11373,17781,4050,2248,958,75,47
1339,250599,363566,128979,39516,9822,13358,7288,3473,69,43
1340,1052699,229304,175932,25559,34008,14898,9461,6745,80,43
1341,15433,10222,4244,2421,2592,1345,1037,1114,78,44
1342,450046,10021,4491,1534,9570,4072,1582,1234,70,53
1343,40145,2340,2530,7776,8176,3018,601,479,77,75
1344,396762,16415,3616,6017,1753,3039,1505,891,74,87
1345,111866,6108,4619,2782,3591,580,372,116,75,81
1346,776687,66290,100802,17012,29824,13540,2949,4289,88,69
1347,462347,132758,68057,5598,12231,9040,3377,3990,83,53
1348,272553,28194,11173,11418,7218,3188,1880,1284,87,48
1349,171462,53711,76403,13164,17367,9308,5419,4561,90,51
1350,400708,51533,16659,25273,28072,14324,2960,3004,81,57
1351,19248,10746,13326,6374,2164,2037,612,524,91,63
1352,404077,17366,4691,1939,8382,3577,968,1171,81,70
1353,340349,241899,19310,23552,19761,10308,3748,4476,64,64
1354,90725,18980,4375,5641,4766,2724,1429,1340,63,60
1355,144392,11471,1776,1919,1896,973,916,218,50,60
1356,64140,12095,6305,10119,4311,1300,853,1076,63,50
1357,117052,45037,21913,6210,12051,2787,1114,223,74,50
1358,90387,50623,3640,2978,7677,3110,857,912,61,44
1359,61684,88485,18612,4989,5068,2733,1419,759,61,35
1360,238961,27283,3693,8001,6729,1379,625,659,51,30
1361,112732,5491,3942,1357,4703,2335,1538,665,50,50
1362,89906,68342,7867,7983,7630,1346,1404,1209,56,37
1363,56783,33777,2324,5218,7928,3699,2305,1250,53,50
1364,22077,5772,11627,33566,9783,5801,4650,3115,69,61
1365,145025,50841,27745,7710,8230,2744,1553,1003,74,41
1366,381441,24990,2916,2253,3138,1169,1130,422,70,51
1367,89174,9255,1297,1655,2928,3992,1855,1367,70,64
1368,37654,18305,10252,3738,5617,5191,1570,2503,57,67
1369,47055,20621,15012,5906,6094,9060,5205,4501,57,87
1370,747362,72402,12689,16063,6062,3100,4063,1200,64,83
1371,76434,44814,4292,3903,3746,5371,2182,1116,64,70
1372,213808,188836,26799,13275,22811,17818,15571,2911,54,64
1373,199960,35711,3052,2429,14880,4680,4038,1131,40,60
1374,116460,48055,13568,7089,12505,3603,3062,847,38,64
1375,421771,18312,4806,4354,5921,6783,2075,1066,41,74
1376,70222,60414,10014,31115,18699,13011,4382,2895,51,77
1377,130256,33686,13092,2307,3683,3270,2640,2296,64,70
1378,485938,112047,20566,5901,4484,3446,1352,1147,60,64
1379,1410410,544005,27065,43441,43683,13352,24281,21935,53,41
1380,1176228,177554,50021,32097,20058,19296,8870,7595,51,37
1381,558976,31091,9276,32832,12195,26647,4007,7680,54,53
1382,11560,2529,5732,2139,1498,3989,2453,1868,67,80
1383,138784,10667,4637,1958,3255,3122,1539,842,78,100
1384,73361,15222,56651,31125,11926,22984,4731,6303,91,100
1385,629601,49140,28590,14651,38579,11399,6489,5898,88,100
1386,37159,49526,13143,15772,30918,12249,4848,2657,78,90
1387,382054,49633,8654,2359,8100,9104,2099,3409,69,88
1388,49400,30446,8280,20237,22242,8893,8375,4336,57,84
1389,43315,19904,14418,20835,11353,13935,4876,2083,63,91
1390,11072,4766,11242,4304,6540,2353,1178,1219,75,90
1391,11979,52408,17372,16088,5563,7335,4864,2567,87,84
1392,117334,15829,5948,550,478,1782,556,336,84,78
1393,79552,4646,2639,2042,4451,2793,2625,521,80,80
1394,111727,36248,4824,1095,848,2529,789,1079,61,70
1395,801480,18181,10659,40691,20789,21452,3598,3150,64,83
1396,67451,32278,9704,15109,11711,4319,4006,4097,67,83
1397,308657,11793,2988,1894,3828,4360,1793,1019,64,81
1398,625293,24271,30784,28605,23977,11107,5609,1640,81,88
1399,54345,31184,7367,14597,33253,9436,4226,3811,70,83
1400,82299,8763,3339,5477,4956,3291,1229,736,69,90
1401,52760,40495,21252,16360,9834,18105,1687,2603,78,90
1402,107471,26630,24788,13113,7180,5855,2011,892,78,87
1403,36529,36545,4678,2701,6147,2603,2938,1603,74,75
1404,29816,28973,596,9828,3631,3466,5498,970,67,67
1405,581306,16581,7432,5098,11253,10265,5777,9424,63,74
1406,86064,31352,2835,14258,5593,1594,466,836,56,63
1407,63468,24161,33825,14191,5242,3580,1157,1258,75,60
1408,449242,40470,25553,17550,17657,8069,4158,1629,81,61
1409,83541,17509,1369,3975,1507,683,480,481,80,37
1410,1035551,34794,33118,22736,19506,15705,2568,1469,84,53
1411,245442,56502,33600,35093,12979,9611,5170,994,81,57
1412,116088,15054,2841,9101,4218,2620,614,321,80,57
1413,161087,33662,2484,6853,9016,4130,5025,536,78,69
1414,4323,24270,11946,5294,2096,1829,694,622,77,56
1415,48171,73548,20915,16611,32561,11629,11528,3007,67,60
1416,27751,15690,17066,13562,35475,13167,2262,3191,66,69
1417,69347,14211,36610,20771,22191,14187,6070,3104,81,77
1418,111077,24047,1330,6905,1310,2055,1412,853,74,81
1419,30926,9073,5483,29904,16532,8341,8949,3150,83,88
1420,960973,171293,28701,60595,32582,12515,3409,3273,81,69
1421,111037,25366,23088,15181,17289,13464,2638,2825,77,70
1422,400719,41679,41037,13636,31265,12267,3360,2676,83,77
1423,78946,5367,19772,16725,7534,6887,5220,884,88,75
1424,52845,49037,753,15902,5750,2689,2202,2464,84,70
1425,171592,25155,47613,21733,17250,11701,16203,3777,91,66
1426,154118,16662,13528,7686,6321,2735,1045,768,93,60
1427,219161,35065,5847,58906,19453,5604,7989,5458,90,50
1428,10318,36361,15057,9232,4586,4362,6609,4365,94,56
1429,57249,30955,19807,33340,17938,11700,4346,3101,90,56
1430,1603952,49623,21579,88285,15806,13863,4991,3782,94,60
1431,62413,6074,11024,7124,3730,1932,1232,1344,97,64
1432,13375,27626,4592,2269,8209,3171,1818,789,88,66
1433,81409,38011,5627,10308,8611,2279,1060,956,78,54
1434,1770865,112936,70505,14337,30956,12288,7987,3182,69,50
1435,1022335,74121,51547,61849,25150,20189,3956,2047,64,51
1436,101845,42877,41714,13362,10785,4155,984,1127,80,44
1437,209197,53826,4900,2939,2445,2043,1782,946,69,41
1438,148727,17735,17501,8224,5324,1179,1611,573,77,35
1439,46878,10444,22588,39060,11644,11277,4525,2991,83,40
1440,56567,34347,3198,13566,3214,3080,1379,713,77,43
1441,18585,62375,44236,3504,4610,1828,1341,1417,91,37
1442,37106,24981,619,2099,436,281,99,281,69,26
1443,183164,18675,9849,5685,11369,5275,1804,718,56,24
1444,401924,26310,7261,6970,14618,2800,1355,327,53,26
1445,42729,38591,14770,5280,4022,1493,2382,1433,50,29
1446,40537,22749,14175,12276,20332,10744,3023,1147,64,61
1447,117867,139685,5806,2392,7966,7801,3315,2516,44,50
1448,130203,36495,8468,7955,10698,3826,1657,765,47,51
1449,398006,26120,19333,9922,14457,10290,6312,2958,48,74
1450,60492,13632,2179,1956,1995,2885,744,722,41,69
1451,41361,29489,25818,5374,12800,5601,5933,2106,64,75
1452,632522,353557,66085,44326,23663,25278,42938,3927,63,70
1453,196505,66396,34056,9840,21640,13437,10084,11321,60,66
1454,118964,62257,6453,8047,2690,2026,1418,1010,60,48
1455,295850,78706,3707,25830,19605,8336,6654,8686,50,48
1456,289840,100331,51518,40709,23576,9013,1658,4749,57,47
1457,494651,112577,16331,54840,11693,16352,5263,4950,60,43
1458,257646,142348,34970,37548,23512,9996,6684,10701,66,48
1459,38123,24771,3430,2257,9458,5835,6293,2263,60,57
1460,411070,61686,9222,24025,6113,4533,4578,7895,57,57
1461,606054,49964,722,8735,5250,5734,6515,3131,48,57
1462,234080,191338,46907,17180,18683,13607,10587,15591,44,60
1463,58303,67010,26167,38143,8610,9521,5823,4499,60,50
1464,150229,38851,16787,10730,14020,17872,2902,3143,56,66
1465,702848,155506,7920,60176,25267,14209,11941,5751,64,61
1466,36361,28288,17247,35083,17450,11142,4609,5831,75,70
1467,92044,10198,4049,5359,4736,3450,1153,624,70,81
1468,849495,42864,4136,4185,7575,2798,1655,781,64,66
1469,12198,33576,8578,10376,2791,5045,3054,4549,66,69
1470,45691,87210,51911,37767,35370,19396,5332,10813,63,67
1471,328415,39287,4746,11368,6984,6012,829,459,57,63
1472,49707,22375,40999,42086,38521,12344,3963,6335,75,70
1473,87446,33346,4572,7711,4139,3108,1681,1236,70,67
1474,102389,70972,18644,8568,6545,4426,3350,2472,64,60
1475,91545,175486,15901,6738,3289,3019,1357,1546,56,38
1476,157694,82168,6227,19040,36613,15144,8725,2640,40,40
1477,200710,21018,2022,4349,5097,2037,2019,2379,37,40
1478,52535,16542,1213,5585,10638,10938,3024,2564,30,64
1479,163252,15252,1405,4325,3390,6278,1228,1044,38,96
1480,164484,38148,3265,5298,9052,1848,1635,896,38,83
1481,576954,127091,16120,15484,45702,12600,4565,4011,37,84
1482,306020,26177,7201,2780,3476,2780,1031,2038,40,64
1483,28391,21629,3472,12429,12005,3553,4989,5953,47,51
1484,143004,152622,56884,40627,4571,7246,2367,2932,54,48
1485,95779,33655,10011,10057,3869,2603,1296,1043,64,43
1486,94292,18023,2853,3911,5829,2341,1669,713,64,44
1487,131804,67029,45639,11007,25950,11085,5330,4268,66,44
1488,44009,16942,22293,13563,10514,9678,1192,2380,70,64
1489,47382,12288,5651,6341,2416,1286,1533,617,75,66
1490,40871,38318,7072,7268,6161,2909,1073,524,77,61
1491,76247,32481,1234,1797,1990,2157,1650,1145,57,57
1492,6756,27353,6537,7104,7961,2243,2229,2336,50,44
1493,125328,15912,1812,646,1816,2099,957,692,34,53
1494,458770,10271,1089,4507,4180,2106,949,613,34,61
1495,171044,30319,3816,5934,9457,4592,4377,1064,43,67
1496,13763,13290,3683,4575,3593,2779,1286,1302,44,78
1497,76458,25534,11413,15891,3153,4923,6467,2209,61,75
1498,50987,16816,1112,2888,1676,1575,1554,635,60,67
1499,166174,50375,9349,4781,4788,3144,1671,647,60,60
1500,39742,61639,7557,7564,5385,2476,5248,822,51,44
1501,78959,19637,39891,21220,11960,12283,7700,4094,57,50
1502,141137,19342,9354,1694,7226,3679,610,1012,61,54
1503,115345,3500,3850,5708,2180,3728,1661,1127,75,74
1504,142373,8367,3727,4448,3017,2622,1139,1681,84,90
1505,49770,19080,3056,8082,2691,1775,1604,546,75,80
1506,47596,79367,12427,9163,5887,6429,4926,2888,70,74
1507,103034,12947,43275,7055,13862,12261,8692,2080,74,67
1508,31201,65917,25590,29351,13599,7073,3150,2349,75,57
1509,85270,13770,4324,34335,21473,9127,8217,2040,80,69
1510,25921,16456,1336,1131,5839,3501,1106,894,70,80
1511,202360,59456,22433,4560,6601,2189,1734,1290,61,60
1512,22899,13896,2998,3328,11577,4097,1910,1184,50,75
1513,35696,10391,2040,5132,4785,2109,2081,1067,43,70
1514,60831,6417,3570,1170,1294,1152,487,231,60,66
1515,16137,8700,6232,4318,2042,1957,633,1255,66,81
1516,742705,34975,8649,38029,16253,13924,3879,3268,78,78
1517,66800,51413,14121,26884,41494,6907,7778,3281,78,74
1518,61024,10580,2364,5464,2326,1858,1117,941,78,74
1519,9872,3966,6314,7381,1296,1715,852,954,87,70
1520,20998,86828,39083,36532,45364,10793,6904,3244,83,61
1521,76657,51191,32980,16856,22318,12395,6235,3354,87,66
1522,39240,29388,39092,31658,31348,12667,6125,2907,93,67
1523,35155,22215,22307,20193,16686,17746,6243,4426,83,80
1524,16898,42121,12771,9557,25255,10174,2632,1720,78,87
1525,139666,72034,22469,35401,33110,16137,3629,9600,77,87
1526,118940,54633,5292,57313,7315,9597,7838,4016,75,83
1527,13404,29136,9602,33847,15976,5300,3124,1883,77,69
1528,44927,99326,2419,7079,17527,11171,4369,4607,63,64
1529,14829,38812,6983,13468,10306,3397,5425,1418,61,56
1530,95303,17218,6264,7641,2571,4751,2120,1003,57,63
1531,65686,33255,23041,15423,20899,13605,6185,2453,53,74
1532,84348,8929,3398,3828,8769,4335,1390,741,67,83
1533,7947,19261,18676,8135,4280,7940,3145,3136,75,94
1534,32957,9949,6160,534,2257,530,213,207,75,80
1535,611207,73627,25801,19254,74357,24729,13018,10841,66,80
1536,164104,68792,15650,2817,9318,2315,5834,3546,64,56
1537,1955094,1728821,91510,56013,95503,19009,19845,8894,43,26
1538,1837187,235136,343711,28156,33331,18197,10149,4657,50,26
1539,783665,205869,43420,30791,10707,9957,5438,5662,53,7
1540,1443238,130637,21647,76959,36650,15090,8161,4689,60,16
1541,863428,328920,25467,57751,23112,27710,5720,3914,69,37
1542,312431,156844,34495,29397,16196,17114,10863,4230,57,47
1543,175046,100824,16671,14910,9776,7424,1629,757,56,51
1544,786404,127304,14141,7897,4477,3785,1389,725,43,40
1545,133976,12901,1011,3174,2042,1320,400,247,44,41
1546,925409,251209,32765,8815,26026,11990,2904,3388,38,35
1547,93298,67789,7156,2165,7362,1949,1148,1318,29,26
1548,1990997,1427503,175747,59330,16697,29874,13568,8238,30,24
1549,961066,101697,58640,67269,32753,15399,5672,3369,41,24
1550,934858,271419,22692,25388,16525,4851,6541,1562,41,14
1551,35539,11077,3704,1228,1815,1709,1674,350,51,27
1552,1170528,292889,61972,30886,13242,25784,6167,10690,56,43
1553,92758,42640,5382,18498,6454,2779,1040,1081,50,35
1554,762144,205011,8132,17880,9584,32365,4757,13053,44,57
1555,1197516,400297,20421,47183,14765,27471,14511,5545,38,51
1556,852273,129086,23186,94532,9971,33095,9336,5377,48,57
1557,316145,63680,20280,3100,14482,7133,3749,1976,43,66
1558,19243,37827,4831,15211,5989,4070,2672,2573,56,60
1559,144404,53349,9460,13065,3385,7233,5418,3450,63,64
1560,366049,45881,51930,44433,65331,76174,39142,18732,60,78
1561,1841174,96693,7185,4756,11066,20304,11840,6995,50,84
1562,136835,19899,8157,22193,2277,3855,2378,2589,57,84
1563,448736,85527,88679,26355,54484,6755,8126,4365,67,74
1564,857794,269965,104297,48789,20943,30805,15544,10719,67,54
1565,49912,9980,11525,3097,6015,8393,6964,1741,87,61
1566,77077,7187,817,503,1618,1202,1150,435,66,66
1567,333546,40470,28485,13803,28423,21313,10502,4903,60,87
1568,109710,42401,61027,50007,31761,10299,6885,7209,69,84
1569,41568,17183,4711,5104,6048,4366,627,1006,63,77
1570,674589,128626,22429,24715,33140,20749,9801,4119,69,77
1571,721787,23060,22932,38059,28272,9098,4001,7604,77,67
1572,929994,183154,24968,35850,32062,30167,44058,22031,61,74
1573,380850,83374,18582,9833,35631,17512,3538,5343,56,74
1574,2141186,233497,31455,13064,30120,20244,5686,7025,51,67
1575,192149,35896,2109,10368,8001,2780,2549,1186,40,61
1576,76395,12468,2880,3048,2795,3408,1282,378,40,66
1577,2042778,94025,21331,33339,26498,12508,5443,5057,47,60
1578,215961,1127,491,513,526,448,167,27,47,60
1579,28331,22869,542,216,998,370,737,297,30,44
1580,286656,82510,16133,14995,34369,28839,15610,18662,29,60
1581,262845,141150,62785,32067,72190,15022,20907,12853,34,48
1582,405751,26937,12918,10360,20710,23964,24839,11446,30,64
1583,1152747,56055,18993,6731,9166,9764,9703,7046,53,87
1584,71062,11585,1217,805,962,535,324,508,50,66
1585,127401,11659,4669,6748,5792,4166,4896,2433,53,78
1586,160586,21821,1602,538,3478,1556,1458,772,40,60
1587,325569,818185,58565,155840,35786,44648,22109,57810,38,48
1588,650565,240485,5903,15200,12431,11128,13524,24476,30,48
1589,1005160,100509,2514,10218,14195,13598,1748,7309,14,44
1590,347034,94183,27822,4157,26698,13750,11568,7375,24,48
1591,752068,102666,21236,7778,12069,9724,6419,3845,23,53
1592,414857,153854,15189,6858,5935,5671,3461,2817,27,51
1593,3003065,228382,24295,105297,163896,74887,34761,19143,38,57
1594,591417,12211,2243,1017,2343,818,716,396,37,50
1595,2445278,338398,79644,30717,17041,11099,10041,5313,38,40
1596,136088,13129,6031,7113,3355,4013,3754,2002,53,54
1597,1437662,229055,161068,105200,133060,45881,53545,10562,61,47
1598,1192684,176068,26465,50321,15976,21562,13587,2532,67,51
1599,80790,44625,9549,12629,6591,3961,1937,2048,69,60
1600,533481,76797,8210,19561,5525,9138,2235,1608,63,53
1601,739245,30634,37528,13032,57201,6908,9954,2185,61,53
1602,838500,926012,121442,42034,22303,22282,7061,7843,53,38
1603,529298,76416,6201,11363,8955,4382,4988,2237,48,37
1604,1134459,175229,29053,24747,13647,7483,10965,6531,48,27
1605,227268,34356,9886,9174,4984,1885,2364,1127,47,17
1606,1962091,113313,23594,50169,15908,19716,11424,6687,56,35
1607,1063964,141109,73549,41916,17457,17697,11276,13893,67,40
1608,553851,78629,67334,11925,20223,11701,11690,5640,77,47
1609,304805,272483,52943,99515,30624,33290,22523,4690,77,56
1610,245760,172616,44893,32248,11958,22065,10404,3469,75,54
1611,725826,11726,33330,14344,14822,4678,2643,1330,80,56
1612,1807037,27637,16409,6602,4666,3529,1539,2509,80,56
1613,154532,501569,36938,53453,31925,14968,4142,3094,66,44
1614,614852,236926,108243,22537,36894,36071,14253,5470,66,44
1615,271387,161613,75267,55224,35308,18360,8045,9618,69,43
1616,1036781,122696,85589,50788,12372,15729,5631,4857,66,40
1617,1862997,599189,147655,17136,32813,21172,13428,7952,70,41
1618,630528,116218,17450,20936,30576,12149,4417,2511,66,38
1619,1912886,100033,37866,8189,17755,5942,7958,3216,61,35
1620,182153,168970,56140,5049,21788,14476,9602,3000,51,35
1621,781037,112242,15510,1704,7832,5666,3823,2059,44,38
1622,1274835,153763,18001,9979,25370,14106,4297,2456,40,40
1623,930213,87430,79940,49264,17666,12231,15796,9427,50,43
1624,3408650,327553,82264,80417,40275,27263,14402,9432,51,43
1625,587467,24943,9870,4804,8394,6011,5610,3098,61,56
1626,812346,82462,15785,4087,5587,2654,2867,1151,64,44
1627,43078,5515,4254,1789,759,979,606,479,61,51
1628,96924,61856,5314,6964,3949,2133,1359,605,54,43
1629,64801,25893,2306,10733,1558,879,1783,451,56,23
1630,1025593,90496,37120,10953,30424,8928,7567,8274,60,34
1631,361847,69708,11118,2032,13203,2931,2933,2552,44,23
1632,404620,36097,12856,12888,13712,19793,9894,6933,51,48
1633,153181,33523,11367,2835,6220,8817,3202,3639,48,69
1634,889834,17166,23019,5229,3904,2455,6815,1555,60,67
1635,538137,7567,10878,2627,4068,1472,1990,432,78,77
1636,331953,30676,32109,18957,10842,5099,10638,1163,88,60
1637,1527951,292811,43581,39270,14233,16720,17512,13943,88,44
1638,476021,12201,448,3488,1382,1561,1009,1084,75,51
1639,1070628,244514,73457,26514,13124,7496,4384,6560,63,40
1640,46608,19252,7701,4083,2713,1308,1051,3057,56,35
1641,80300,52413,13363,21242,7435,7013,7741,5376,61,40
1642,764054,332267,76212,68759,33589,20890,5107,6782,64,30
1643,1769621,495796,49843,35473,7325,8582,13970,5070,57,27
1644,260769,139953,64747,44348,7291,11393,6319,3534,61,29
1645,524183,166782,36832,33802,23187,14097,5689,7772,57,26
1646,1271740,357639,35423,41360,16766,29992,17073,15652,51,29
1647,1008735,210148,44113,28435,15465,18762,7745,14232,56,47
1648,390950,58071,7044,3891,5011,4817,2445,3927,43,50
1649,132156,50566,4219,13436,7940,3220,4095,3655,40,48
1650,1382371,1020024,284248,68174,196063,48571,53409,22371,43,40
1651,3667816,783608,102342,22107,64444,31160,37732,14299,38,34
1652,2621496,681286,48745,122125,27316,22651,16513,5657,41,23
1653,1069187,197907,26589,69857,18609,13789,10451,7039,44,24
1654,212371,515363,15833,11556,42336,13462,28861,7128,27,21
1655,684588,26245,5692,4796,24059,4743,6237,3630,30,35
1656,262201,19769,3825,9524,2267,5494,6084,2548,38,53
1657,611547,59462,11540,6014,13880,21494,9992,5812,30,70
1658,2205394,397206,52143,257886,66122,35339,32791,49355,54,78
1659,838625,27517,6703,18098,3410,2822,2499,8929,66,69
1660,1293204,47386,134270,17553,78900,51542,12478,26017,74,75
1661,2308979,171587,76701,11743,18631,9836,14955,15426,80,54
1662,241442,71267,11281,10161,1679,2808,3625,2130,74,48
1663,1118267,21171,4887,1942,4074,2165,2133,1943,74,48
1664,128906,11446,393,2691,732,651,1347,445,63,44
1665,1148293,74080,30047,40821,13652,6161,5108,2989,61,27
1666,68794,40154,3648,2385,7809,7299,4086,1446,48,43
1667,121597,32956,4852,3753,5966,4673,3136,1381,47,57
1668,1705008,103908,19471,27610,2647,5543,1710,2610,51,54
1669,19451,6585,154,1631,998,691,549,333,38,60
1670,131536,12882,4656,870,265,651,285,73,38,60
1671,90111,26775,8727,3370,5575,1853,2046,1365,48,48
1672,632635,72227,17147,25934,19335,14381,18993,7243,54,48
1673,395868,124971,107467,15894,29536,27895,30795,23115,60,60
1674,925905,36249,38420,15317,6275,6093,3684,5623,77,60
1675,17984,13861,5613,2934,17878,12594,10766,10162,74,83
1676,1129870,56430,51822,16102,7450,12287,10737,3802,80,78
1677,300915,44771,48604,29680,40237,47532,18512,24949,77,90
1678,65129,7963,1543,3425,10582,3319,5169,2021,61,100
1679,502381,69614,7881,41044,13207,14689,12482,6898,69,87
1680,237059,47408,7047,15183,2312,4040,3371,1097,61,81
1681,255755,398720,55551,82176,7447,34810,25937,12980,56,64
1682,1329157,92275,14599,40570,13910,16174,16060,7059,63,56
1683,1939289,129740,44401,17544,13855,32492,12263,1800,61,60
1684,1727732,66519,71902,48750,33806,35671,22920,13887,61,60
1685,1678799,68641,17366,28014,44154,29910,28210,14349,61,60
1686,1069180,39466,7582,9815,3249,3403,1625,802,61,60
1687,1546680,168772,92112,39056,58060,12772,8853,12387,64,56
1688,101394,8352,7737,5188,1254,3052,1387,795,75,64
1689,538787,105330,19176,12642,10498,4967,3087,1286,70,53
1690,109756,13555,7226,11611,5069,2114,1254,1344,78,43
1691,882718,176359,31230,21309,41180,9963,3293,1759,69,44
1692,134564,6518,3514,3474,1971,2127,2613,677,66,47
1693,191865,39562,25345,14906,4406,3166,695,1111,77,48
1694,455468,135075,14700,7327,5648,9461,4260,3007,60,47
1695,2787660,145368,36244,45995,23334,20297,4964,5289,64,53
1696,348069,12571,9143,1995,3584,2119,809,227,64,48
1697,1440671,26403,11088,4912,1450,1781,644,1298,60,48
1698,509560,279684,41734,38752,48379,21074,11518,3194,64,48
1699,153359,10694,2755,1729,1165,571,242,157,64,48
1700,2196456,184561,77129,25075,21841,6416,27726,5784,66,35
1701,913778,16778,463,1154,3101,2666,618,316,66,35
1702,115549,44597,6922,4190,2847,1058,939,653,66,35
1703,569795,104384,93891,55175,110813,71379,42932,38556,66,35
1704,785627,8959,13833,50188,25293,16553,5602,10918,66,35
1705,1620705,256079,88682,103633,366213,163846,33926,31281,66,35
1706,3290034,613290,492281,141572,152779,134046,67411,38195,67,37
1707,1534201,35037,6012,22525,10825,17488,9748,6249,67,37
1708,2360027,110297,72152,66683,287655,41476,13309,5137,63,50
1709,455129,78890,32771,65387,87644,107572,24913,11912,63,50
1710,53330,28036,5283,5036,5476,3365,484,237,64,53
1711,581167,68617,22002,23470,32913,20069,6960,5846,64,53
1712,545376,107489,13393,6224,10145,15305,6804,4837,64,53
1713,709779,87977,26978,29998,19371,33336,24152,17932,64,53
1714,874990,92822,31451,14159,14805,5050,5653,1291,63,57
1715,660138,43622,18076,24177,8532,10888,6582,4346,61,57
1716,125104,50894,13294,9594,1650,4317,1575,1042,64,48
1717,1813114,106145,24979,96585,42493,23878,6628,5294,74,50
1718,192237,126306,3007,4323,9041,8801,3423,1199,54,56
1719,22788,17766,3429,6170,3527,3289,828,841,50,54
1720,23162,64156,21024,6064,10753,6315,3602,1483,48,56
1721,154305,17367,2512,6728,2078,1773,1128,536,43,53
1722,138491,169192,2735,11977,10218,9482,6467,5320,48,51
1723,395715,58093,15451,18527,14636,8221,6768,3029,50,50
1724,9072,12836,10967,2238,4105,3768,3374,4592,54,56
1725,285668,38362,3890,3213,3827,2526,791,1025,44,54
1726,55818,58586,12479,5108,5780,2637,1502,293,54,50
1727,2268,794,10193,6888,4855,1768,871,685,69,50
1728,34036,9069,10283,2840,4735,3071,2722,901,70,50
1729,20629,40854,7477,9337,9051,2455,2257,2881,80,47
1730,122952,11457,9141,7570,5522,4055,900,833,90,61
1731,66155,19513,5056,3146,1678,4080,355,427,74,64
1732,1564623,123792,15637,12222,20736,6941,5423,2334,60,54
1733,103508,38278,11706,22252,2753,10324,4822,2241,66,66
1734,31971,41143,7299,4170,3722,3786,3405,2679,54,60
1735,62923,19590,9951,18698,20199,6863,4005,1331,60,60
1736,82355,30271,17806,5836,17484,7185,3534,2432,67,70
1737,84053,20345,1698,4060,3767,1661,635,515,57,61
1738,16257,7671,3005,5690,3346,3372,3693,1445,64,70
1739,23893,7387,6308,22759,29767,7432,3408,2150,66,75
1740,119718,116572,11234,9812,8537,11059,2468,2946,57,67
1741,40732,26243,8089,22534,15073,7457,2800,3201,66,77
1742,84224,9349,9181,9229,1892,1019,915,386,77,57
1743,188537,10161,3666,1500,2475,1809,1696,1099,69,53
1744,166307,27532,27139,3789,10268,11336,6899,3346,83,61
1745,1269122,39580,17246,14954,12819,10344,3798,1897,81,63
1746,50583,13476,5358,22221,4055,13056,6260,5874,77,83
1747,11662,16017,27379,19819,8105,10162,3780,3501,88,84
1748,98306,7428,6942,1092,4020,1668,1275,677,88,80
1749,133925,7703,5474,1886,8063,3254,1292,825,84,83
1750,99488,16692,2544,2345,7757,2770,965,772,69,75
1751,40814,25880,5506,1791,1649,1000,400,260,56,57
1752,12227,10660,5867,3175,8227,7119,3510,1937,50,69
1753,132255,61299,39336,13434,12243,11204,3181,2377,54,63
1754,654398,37048,8053,13048,9722,11054,2687,6597,60,66
1755,140469,157914,34848,45211,24391,10896,3270,2125,64,69
1756,9030,24372,8699,4935,9061,4289,3744,2110,64,57
1757,25068,48387,11363,33674,15795,8258,3290,2114,64,57
1758,31128,16178,1861,488,2967,3350,1763,526,53,57
1759,53272,22895,16391,14279,22350,13182,3053,4134,54,75
1760,322805,38739,4051,30014,28153,13470,4198,5975,57,80
1761,5285,16019,32092,3434,9328,5968,2523,5446,63,81
1762,216477,8393,5393,2937,4033,1394,1039,1354,80,74
1763,397642,51942,21747,21872,5560,10754,4779,4796,81,66
1764,93094,41654,40477,17809,14054,5249,2707,5501,88,53
1765,223772,61100,7914,27467,12364,16414,3840,3246,80,57
1766,26885,19496,19226,18401,10075,12667,4069,2668,83,69
1767,100886,61702,22909,10886,8453,2796,1099,2250,81,56
1768,192470,20983,3035,2475,5287,1567,2751,1176,66,57
1769,334313,37900,42531,8356,18150,11271,4230,6764,70,54
1770,100410,42810,6063,6016,3079,2836,2083,3264,60,40
1771,1941530,1096603,178314,173979,65893,113855,30914,53172,53,50
1772,1031301,77086,32890,34465,28734,18937,35042,5559,63,56
1773,466251,91573,29735,24400,16673,9132,15002,6607,60,50
1774,537881,64059,8418,14371,8997,4909,6476,9751,60,50
1775,252166,47644,10713,24895,31371,11829,12528,14771,63,56
