,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
1179,96648,44572,827,1884,1156,2044,996,225,23,11
1180,66126,31501,4523,2563,4572,2628,822,465,21,21
1181,494819,38643,9739,6070,8186,2693,1129,1327,29,27
1182,613819,95543,18017,20353,11058,5482,2622,891,24,23
1183,1329336,80532,39975,26479,23261,16252,27917,19437,50,34
1184,214504,12113,4427,5546,1820,1723,140,179,50,34
1185,252144,41376,5044,3695,2311,2277,1507,963,50,29
1186,746522,40349,2350,1108,12332,2947,2304,1724,34,34
1187,1033600,60544,268474,34558,20453,15320,6490,2758,53,34
1188,1416460,275585,77332,40112,13891,33113,3721,5519,47,30
1189,304316,37160,7697,19174,4214,3635,1573,958,57,35
1190,245757,32384,18725,6120,6540,3611,1137,474,80,35
1191,100453,22714,19680,5640,2316,2395,735,573,66,37
1192,23016,17312,1017,1403,1295,571,354,207,56,24
1193,131945,79472,8720,23444,2335,4152,1520,2275,51,21
1194,136053,7867,1774,2181,818,629,506,255,48,17
1195,21425,12711,3466,3900,2725,322,494,446,41,8
1196,197482,12146,9898,8191,10347,3612,1810,890,57,23
1197,382074,25246,5506,8658,2030,1600,1978,622,60,23
1198,2182153,194400,35831,13300,18951,10981,9957,6486,53,21
1199,829245,318146,30660,89100,18678,9142,29577,6972,50,23
1200,723469,34941,6225,20554,7286,6124,2860,1536,48,20
1201,59552,61737,4743,4318,2593,2279,647,423,37,16
1202,157405,36964,5160,3753,2982,1574,1575,976,37,14
1203,1656147,269977,19159,48532,23182,61545,34510,17249,30,37
1204,1103879,58212,31876,5624,14850,4236,5112,7799,29,29
1205,1378818,667400,76757,117861,81363,27096,37103,8542,37,29
1206,169307,19742,14672,17221,9601,3716,2791,473,50,38
1207,2101877,251846,34710,51917,17968,36280,6700,6856,53,30
1208,858554,499893,112079,4803,14506,37861,24732,3869,44,35
1209,346190,57249,39167,7460,12836,7300,2880,598,53,43
1210,1074544,417761,14769,38303,35461,16303,4130,1626,30,35
1211,1089973,255281,82294,102953,32043,12212,10400,2748,40,21
1212,174964,31153,25392,10551,8172,5976,2442,1491,51,23
1213,225533,62846,5013,16282,6947,5109,2521,1882,44,21
1214,1076337,465284,73825,104143,114433,64700,28586,36180,53,34
1215,931938,444432,12403,34406,45340,21494,4018,3194,35,38
1216,1950332,947539,170421,136332,82472,101758,47670,13585,24,38
1217,110298,101639,19163,12588,12532,2889,1747,524,24,27
1218,89796,66273,43461,15279,8689,1922,1495,956,35,8
1219,1988431,756539,367978,427852,102890,65911,25745,19465,56,10
1220,1739139,1466304,117896,60396,72020,41508,48006,8073,48,1
1221,134021,127621,181,10492,8329,6769,1539,849,35,7
1222,635511,67352,21735,4364,7849,6189,1997,2419,26,21
1223,533678,155305,9649,17893,14816,10153,4897,5373,10,21
1224,999174,658634,93982,168148,74943,91031,63023,14017,21,35
1225,1906815,289703,45812,37278,30166,30115,18581,4484,34,40
1226,693355,349736,14362,30010,11448,8612,4238,4589,23,29
1227,32282,4301,1250,797,861,299,484,219,30,27
1228,475376,352066,30162,5465,15102,8837,3830,8640,20,14
1229,608647,165406,41648,65108,43256,17942,14554,10287,26,11
1230,314179,248022,93036,17318,36506,23692,13325,13406,38,23
1231,1170679,337322,21848,50554,31393,23688,9148,5118,30,24
1232,1028646,210826,50745,33009,9978,10402,5991,4534,43,29
1233,352254,25751,14503,10357,17485,5463,3064,629,44,37
1234,224172,226817,79038,60436,52699,17642,8093,1798,47,34
1235,452160,58425,2941,17215,5197,9130,3614,770,50,41
1236,371092,288964,78477,46703,55655,22461,10889,4343,50,44
1237,232601,54064,3779,7825,3438,2829,426,748,40,35
1238,1485415,260217,66282,36585,22344,23023,9699,4347,37,38
1239,1114129,38456,29883,11985,13552,5120,5324,1818,47,30
1240,1035942,431911,69078,42721,35961,22989,7551,7525,43,29
1241,1250898,338117,44659,22452,62581,69184,14948,9762,40,44
1242,274399,191901,33846,3326,11693,10747,2887,3286,35,41
1243,1584354,777707,39308,58579,45815,25509,11052,7289,16,34
1244,1224864,1870149,585095,75473,291523,54403,112537,20445,17,26
1245,218426,92801,6859,14333,3503,3292,3964,2100,21,7
1246,1787073,143249,36028,65891,57201,17766,6522,5089,30,11
1247,783564,92017,54725,20948,12396,19714,14654,5787,47,26
1248,55625,13220,3164,887,672,1484,907,543,44,40
1249,1195002,244602,2960,28096,63018,25151,17378,19355,38,51
1250,126656,23904,9724,1722,4661,2725,1302,342,35,51
1251,443776,173687,16196,20771,12363,8927,8016,5511,24,41
1252,2373538,631783,25658,150599,29151,60426,26218,14438,24,41
1253,2178933,858487,29574,28328,46973,22517,16230,37328,20,26
1254,320358,455379,17955,28744,10525,10574,8071,1513,8,13
1255,331275,51362,4667,6592,4737,3120,1262,767,7,14
1256,435505,73385,4302,11767,9483,18441,14687,9920,3,26
1257,909126,94451,4787,5532,3960,8520,4835,1905,7,40
1258,266556,42055,6599,6513,3429,1220,555,513,16,41
1259,423331,50777,17467,4879,10737,6905,2705,2186,21,48
1260,86198,69236,2701,1392,2082,2946,978,1058,11,29
1261,171369,8408,5996,2498,2540,1172,1231,680,30,27
1262,1773248,227252,19082,54741,41951,15503,15168,8369,30,37
1263,941502,69819,9500,34904,10012,13457,4777,4446,35,40
1264,217701,2474,822,1812,892,415,292,238,60,47
1265,397491,174536,7072,10845,15043,5624,9251,1986,40,38
1266,1129485,270655,70527,58017,17141,20919,23851,4526,44,38
1267,67500,44024,4838,1838,903,1333,1516,944,34,21
1268,956798,74675,38555,11212,30095,7552,3521,2039,29,17
1269,82117,14113,4462,6643,4233,3695,1561,1152,44,35
1270,146457,33612,6332,2859,1163,3351,1764,856,40,40
1271,1624683,375012,36413,44875,48594,37429,19272,7502,40,53
1272,131688,112392,11616,1964,8042,8977,5059,3231,26,54
1273,1656144,167744,28098,59833,15734,10334,8091,3171,24,40
1274,45043,5075,590,439,955,186,369,178,23,29
1275,23368,7920,3664,1069,938,1417,501,75,34,34
1276,256818,19569,5365,4817,1363,1977,1980,1238,47,34
1277,506067,51720,23924,3306,7237,7423,5451,1328,44,41
1278,1419418,66063,16796,27070,26763,7262,4353,3432,53,50
1279,811462,117174,39677,9402,9707,6400,4350,3258,50,38
1280,57355,46609,21259,8878,11867,2222,1734,1334,51,29
1281,1891132,877561,433696,375691,131552,81661,49386,23389,56,21
1282,1367222,40146,6897,23431,16841,6332,2351,2671,57,24
1283,1346220,233955,93936,113974,53179,13317,9341,3257,64,23
1284,212082,98356,31482,5801,21573,7167,1065,983,60,27
1285,345098,77249,2365,9926,16195,5015,3207,1167,43,29
1286,1585218,320932,76091,27016,44495,9422,16000,4027,38,16
1287,1862928,1040300,508680,181304,181317,233233,41572,44048,35,30
1288,1933690,274413,112642,43001,40514,38627,9333,6646,38,38
1289,1709445,113752,30177,56728,27215,23921,8590,4004,51,47
1290,1220589,139560,1537,79153,28986,11764,2500,3376,56,54
1291,256899,78000,5512,14506,4505,7461,1492,1640,50,48
1292,304321,70527,6116,10322,6251,1930,3589,881,43,35
1293,601525,79526,9231,7924,9428,2931,3398,3752,34,21
1294,311369,311306,14298,8770,7933,11403,5985,1901,16,16
1295,178824,86735,2743,3874,7134,10120,1835,2555,3,20
1296,168019,92743,6196,19765,32229,7882,1541,2851,1,29
1297,134113,17630,1620,1276,1167,1406,964,398,1,38
1298,2638193,28914,64828,28460,26080,9182,15119,7774,1,38
1299,1212906,34796,13051,14924,12460,3715,3501,1526,17,43
1300,2356935,41372,23488,17305,23033,14025,13209,14333,38,48
1301,1899976,618316,73864,15302,16965,15712,16497,33247,37,37
1302,98241,63984,11908,24394,11949,3359,3691,3973,47,29
1303,779554,60425,8383,10588,13391,7022,10397,4799,40,35
1304,1886157,104808,14492,53469,9058,21531,10586,3422,40,30
1305,647782,29451,43574,25101,32213,14138,5169,5677,57,51
1306,675837,80892,38844,17571,13437,11586,9838,4201,60,60
1307,535457,115060,30870,37677,30026,9546,4374,4078,64,54
1308,678040,31323,42140,4599,25550,13630,1515,2535,67,57
1309,1198603,699887,536733,175462,116091,89470,26405,15750,66,50
1310,482154,127042,72985,47830,38726,81623,8178,9578,66,50
1311,1327808,46936,17797,8420,25264,11353,3097,924,66,50
1312,393088,10227,4358,791,4904,2699,1646,561,60,56
1313,467083,20365,3743,4235,2940,710,502,245,57,50
1314,340859,16346,12494,8469,7418,2514,5643,2268,60,38
1315,819379,97205,56542,12198,51731,12830,14392,4485,54,40
1316,91556,75028,18654,18749,11089,7418,4358,3211,57,30
1317,63182,5775,2890,3272,343,1229,1078,1389,66,44
1318,378835,106360,24805,57954,29700,12936,2091,8639,63,47
1319,1161260,152857,19186,48870,53532,19808,5425,7384,60,48
1320,1626293,81062,21478,37044,14566,13705,4219,3657,60,48
1321,1073461,104559,14882,21113,14748,3918,4736,2366,54,40
1322,357459,25219,10361,6857,3210,12299,3636,3180,50,50
1323,889593,988410,990174,10779,148607,46111,49211,24968,53,38
1324,1403116,26802,29405,16393,25135,6667,11155,3090,61,40
1325,279209,105025,24469,25021,9124,6941,7520,5517,66,43
1326,620265,67007,10051,14568,9101,6637,7443,3016,61,27
1327,23348,2829,960,1568,2732,1625,504,836,53,54
1328,256899,135160,6176,15663,2494,6364,2988,1798,37,47
1329,37546,4398,1109,892,1172,1319,1680,390,34,63
1330,1369073,510502,137855,75315,140068,85929,24193,21119,34,67
1331,1661434,200996,31012,12031,19515,17457,9648,4646,27,53
1332,106157,85618,3864,4674,10644,2201,3192,1712,23,48
1333,878392,28446,6766,15959,6626,8756,2538,1905,29,47
1334,203597,83646,28809,53183,36379,11331,6152,2921,37,41
1335,142894,159558,32192,22269,7896,16997,18762,3014,41,41
1336,287320,44148,14189,3291,2056,1859,1114,585,56,43
1337,43063,36477,1637,10331,5423,6726,2299,793,50,41
1338,547905,175393,117302,57134,22049,5289,5299,3904,53,26
1339,1326708,151257,42635,32190,11252,27166,3497,2817,56,30
1340,81022,8771,2467,8272,3841,2707,934,303,61,48
1341,1358166,318524,23261,63246,27721,41119,9906,8356,61,43
1342,194931,98484,3248,4675,4665,4991,1727,1732,37,54
1343,494673,55062,18181,9326,8636,5917,4929,3126,37,50
1344,1473959,234918,41393,54846,44665,32253,11114,10436,27,44
1345,345618,1284286,1965,25837,63853,28670,8624,14978,11,27
1346,85731,22648,4046,2438,2813,1202,667,463,26,26
1347,1326149,281814,30335,83570,19182,32512,14386,2746,27,27
1348,134956,46884,32199,8592,2291,4313,7525,3013,38,23
1349,2107326,172663,41951,25219,46109,30395,12076,8331,60,41
1350,759443,169686,167243,29781,12965,12832,12694,11224,70,40
1351,65015,23233,5054,1421,3355,2949,772,564,67,41
1352,1139251,67299,42174,2936,4189,8130,8015,2042,66,44
1353,892047,91282,11669,5835,11120,4978,2571,5406,63,34
1354,965794,37255,2432,6786,2481,2888,897,1765,50,40
1355,155543,44381,18053,9039,6886,4688,1952,1045,56,37
1356,25242,8986,4438,1100,1674,1067,599,333,54,37
1357,415686,903460,268602,34150,60889,41332,36792,7997,60,34
1358,997719,170107,23090,24493,31669,14557,9380,6596,60,35
1359,1601793,91378,6313,3317,15438,6623,7014,7101,44,34
1360,589260,156119,61149,26524,58236,36905,13105,9148,41,41
1361,375532,366013,24913,67631,16445,14121,8589,8276,40,41
1362,33556,19590,11877,1120,1749,692,528,367,48,27
1363,368035,72774,86977,4866,12236,14855,6274,2979,67,34
1364,623059,122855,25895,40855,40210,13813,2639,4529,69,24
1365,126715,99202,12566,45827,12555,17206,11470,5592,77,38
1366,119447,77039,15465,3825,3909,4422,2519,2662,67,47
1367,211783,23137,784,2406,1819,2598,1568,1649,51,48
1368,490953,62335,4371,5816,7559,1908,2520,639,41,37
1369,490592,148554,53176,12155,11912,2770,3028,1656,40,13
1370,145953,78884,6772,9739,4992,3528,1879,1716,40,11
1371,765946,125554,12712,9114,7360,6186,2050,2028,41,1
1372,95579,87838,1991,11563,11507,4579,1200,1442,41,8
1373,362448,71285,18590,27183,9816,6537,4842,4648,43,23
1374,213644,84069,66852,15393,12608,5255,2698,1857,54,21
1375,2588430,324747,147198,61064,48133,50892,24118,38097,64,27
1376,1651625,255208,122105,39928,66868,29724,11343,9184,77,35
1377,342193,84370,18544,14323,5841,3785,3127,5982,74,27
1378,280016,441332,15828,66438,11524,8002,13021,5625,60,21
1379,20409,12006,7770,1392,3108,2937,1862,1414,60,26
1380,573467,422320,125780,84886,88558,36640,8686,7509,57,23
1381,385568,157011,14121,2661,9352,7480,3622,5065,47,26
1382,165472,423228,31328,6177,15364,11636,7320,10419,41,30
1383,136277,56938,10932,3267,1702,3831,2389,1275,34,21
1384,67605,19802,986,2121,2009,1769,583,383,26,23
1385,259755,47433,13240,8143,2658,5079,2073,1009,37,27
1386,483734,86075,33036,8805,14747,14433,11444,5859,48,44
1387,361409,152279,56459,29297,14662,12778,14116,13393,54,44
1388,41949,2035,3552,1627,1847,553,884,581,74,44
1389,1465787,330690,102103,95410,41165,26657,80616,66963,75,41
1390,2424725,1542338,424928,153221,67234,64875,96667,25546,75,26
1391,2645374,489656,28818,12723,41938,12669,14479,6194,60,16
1392,28039,47972,19209,9319,7713,5625,2648,2224,51,16
1393,119289,18349,5003,534,1271,1688,1445,576,47,21
1394,197539,41087,15879,2049,2829,2913,1346,455,47,26
1395,47831,4939,5614,2167,3417,1012,650,413,67,40
1396,131857,40408,5797,3371,1660,1539,1605,445,61,30
1397,913202,57890,32747,26617,17630,21488,13892,36231,67,41
1398,1152111,104563,22432,41354,13727,21253,29074,7163,69,51
1399,1363255,188008,6757,38778,32285,41190,17297,17525,56,60
1400,621875,65924,11268,4346,3056,6164,5956,3131,56,69
1401,102672,80871,23275,24117,5143,6914,3491,1447,54,56
1402,237634,14929,2144,3581,1715,594,536,190,51,41
1403,82384,7820,632,979,1291,1264,1342,434,50,38
1404,106672,34051,19757,4904,11472,5551,3721,2557,57,38
1405,45337,47353,4469,1048,1675,2036,1278,347,44,35
1406,780112,61764,39171,7111,17715,26984,15585,7697,48,57
1407,1910391,381628,57550,82849,89090,32837,28916,36498,53,51
1408,582840,302154,58914,17984,14524,49743,20883,10094,44,56
1409,404394,30339,3947,8177,1578,4367,1615,1655,54,66
1410,1132462,251347,54234,45420,61071,37748,13384,15950,51,57
1411,2143303,298299,20662,54938,29336,17374,16747,14656,50,54
1412,76482,54207,4664,6005,6977,2944,3115,808,48,43
1413,586391,74141,10809,19078,8912,6048,5193,2309,48,37
1414,1730828,642691,177870,51399,143774,74887,22658,27146,47,34
1415,679308,13439,5205,2367,2125,1660,2585,654,51,38
1416,223345,44611,10197,3465,2063,1894,1449,496,56,35
1417,143605,33536,2620,3026,4694,1589,1427,874,50,30
1418,572214,276642,657,8577,6624,10452,8419,6419,34,21
1419,929512,97261,17411,38713,41248,17576,9574,6232,30,26
1420,753729,23662,2405,9490,7185,5742,3499,901,30,43
1421,586832,101728,148894,5608,4911,8625,4519,2149,50,41
1422,19467,35615,6816,6532,2648,1208,3057,1452,70,38
1423,1199963,652472,95904,59241,16360,29898,38694,20645,66,26
1424,239293,48199,39907,14339,13743,3986,6467,2099,75,11
1425,531457,63941,24154,12789,11675,9886,3684,3243,66,23
1426,811932,147445,26504,12495,10167,8938,3147,3828,61,29
1427,183381,93231,27523,13482,11933,13868,4103,3856,66,40
1428,1183820,508344,39023,19323,16174,36889,16270,23112,48,44
1429,230838,11722,17785,1969,4430,3649,1007,485,54,47
1430,128719,276495,109416,37701,66468,14527,17967,9106,60,43
1431,283601,16065,1964,2419,947,1434,839,781,56,41
1432,959937,259481,34738,137240,14332,19099,17476,13505,70,37
1433,195334,12814,1959,4518,3796,796,3281,611,63,24
1434,1795319,296049,8984,22026,21870,24186,14814,27086,50,34
1435,103742,21475,5534,3583,2423,1420,633,462,53,27
1436,872970,45276,36013,19856,32032,12895,9010,7934,53,38
1437,676256,22481,7855,8047,9260,4435,5727,3888,56,50
1438,1294756,259488,61578,14012,12030,15733,7278,7252,64,44
1439,615390,47278,15725,4695,5225,4529,1663,1188,64,48
1440,947781,106377,10391,12995,11243,12590,2104,1068,54,44
1441,1461330,56441,20326,20963,6133,4688,7433,5309,56,38
1442,363414,347517,47475,16402,49988,16262,8433,4161,51,37
1443,1946283,512563,14935,32985,11221,7515,9853,7888,40,20
1444,230143,88620,7166,5375,3902,2490,2210,995,37,4
1445,798044,187538,51697,18870,22144,14252,10344,2763,30,4
1446,1748353,401016,97953,12280,34330,15654,16760,11815,37,3
1447,321522,70876,29016,10549,8344,6049,10520,4132,51,16
1448,1051028,103548,33816,46245,9410,17873,9821,7630,63,30
1449,2477438,82744,3668,32384,15173,16932,5064,5801,63,43
1450,36240,5775,1706,1724,1280,457,444,167,67,48
1451,576048,118346,22249,31616,21838,26126,7731,4832,64,57
1452,128045,12401,5077,894,1819,1247,1717,820,60,54
1453,167397,38050,15550,8998,7092,8243,1579,1797,63,54
1454,63859,16255,1482,4480,2347,2747,1465,1030,60,63
1455,291403,129649,5667,2676,9814,2897,1347,574,44,41
1456,813534,230096,77079,27940,26350,11129,17075,16230,44,35
1457,404700,49798,20890,13423,5518,3387,5696,1939,48,21
1458,1560597,140507,61075,31978,53733,13741,10448,16440,51,13
1459,2472724,337762,95896,46719,43916,31331,9958,12544,67,26
1460,131494,24024,10392,1345,3774,1678,1300,579,67,29
1461,2289621,154067,64293,38323,51599,33655,27737,9807,64,43
1462,240126,36498,12330,9481,6402,3815,2166,2533,64,43
1463,2027100,720781,31610,65969,34645,74894,16212,9052,54,48
1464,503068,116169,13866,11250,12121,3757,6158,2779,48,41
1465,333717,103562,64772,14688,11651,10744,10426,3064,51,30
1466,630729,92538,35468,32346,20722,12732,20548,3811,53,35
1467,311545,151554,62888,21773,13484,8868,5211,5381,66,24
1468,2036195,175209,27781,9239,3256,3305,4783,5982,67,20
1469,1182330,275574,63063,15637,21958,22336,22152,13005,60,20
1470,699453,602126,22290,14341,13129,7486,7561,3813,40,1
1471,117971,7360,9963,4430,2234,1758,1801,2408,48,8
1472,2025390,1037999,65282,44262,51513,29786,21550,22471,41,14
1473,109663,40761,7660,6159,3375,1602,1429,833,43,7
1474,1226671,267144,53042,8922,59686,14384,6103,3488,53,20
1475,23142,38284,1941,6579,3767,3378,2414,767,37,17
1476,886776,51193,2518,6044,12859,3415,7011,916,40,26
1477,2930879,883106,66410,111526,53922,43137,29086,16593,35,29
1478,917829,39242,7752,11072,2174,3812,1323,941,41,34
1479,1203201,291483,15950,116781,29979,20211,19336,22895,48,29
1480,127387,32226,2087,3704,5036,1077,2279,641,50,23
1481,59092,26487,296,2076,2188,1885,1010,706,43,27
1482,181573,46050,15687,16122,9239,4700,7589,2600,44,29
1483,847702,114148,37041,6867,13737,17416,7128,6843,41,40
1484,323975,84549,24172,9591,5182,8295,8500,9025,50,50
1485,117497,20154,4269,14204,3680,1885,7505,3625,70,47
1486,934142,403300,117598,19806,31691,14546,24772,20045,66,37
1487,302027,188580,49069,47289,85926,14568,10572,31270,66,27
1488,1154491,59774,9170,18699,47002,21025,18101,13404,61,41
1489,298765,72218,25691,7783,2814,7618,3805,2815,56,47
1490,205049,55361,7092,28484,9944,17386,3203,2863,57,67
1491,458678,46026,8322,2998,10559,5182,6012,3762,53,75
1492,466139,149409,20916,34848,45486,31526,17006,21257,54,69
1493,655112,49459,9591,13603,9497,2863,1679,849,53,63
1494,1162159,121757,37540,22244,39125,20912,8155,15988,51,56
1495,170215,123436,20458,19220,5317,5746,1494,1578,54,48
1496,1232326,202852,10717,14122,38074,20515,17989,4678,47,41
1497,69104,21697,4844,16451,6316,3371,2255,1741,51,50
1498,72476,40679,9599,6102,4924,2646,2157,1514,51,40
1499,327172,86372,85552,30486,18947,24087,2732,3493,63,51
1500,1215371,187259,13109,94250,63163,40513,16840,6511,75,56
1501,1253883,327395,33846,16245,17827,7398,2610,2198,61,40
1502,1404560,710458,15063,17851,54138,11586,12560,6817,44,27
1503,361000,82418,32065,21668,10499,10662,5677,1958,40,23
1504,54429,176641,51093,47715,34226,17816,14812,8813,41,14
1505,275535,41603,29255,11552,1247,10129,1129,1686,56,35
1506,145121,15514,7779,8149,3167,5835,4635,1137,80,61
1507,557164,68990,25757,11070,7728,6729,2278,2820,78,60
1508,195216,85420,2572,4893,10394,5898,4559,2919,61,60
